ACCOUNT_ID,PARTY_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,OPEN_DATE,BALANCE,CURRENCY,INTEREST_RATE,BRANCH_ID,CREATED_AT
e3f6d2bd-2390-4fd3-b2c7-18a7d5a11085,ec620a15-522f-4a07-bdca-a601d3bf0d02,Savings,Active,2026-04-08,63329.891498617144,USD,2.998221488098775,BR016,2026-04-08 02:05:28
0fd692ec-bfa3-48a3-8d20-b0c0831bf63d,1ec76c1c-718d-4d4f-bb14-babf7a8b5844,Checking,Dormant,2026-04-08,58394.91601972692,INR,0.19044335271778165,BR002,2026-04-08 12:08:56
a4590d17-21a8-4c74-a0cf-663df4776190,c28969ab-bc60-4d77-9aa2-775b9bff1727,Credit Card,Active,2026-04-08,-3941.9147408116974,INR,17.975680219553052,BR002,2026-04-08 01:41:14
ae568367-be51-40d8-b86f-686893c97fff,2c386364-53b0-4986-ba51-8b45ded7b756,Checking,Active,2026-04-08,13145.034681600422,USD,3.732329860440015,BR040,2026-04-08 06:52:30
bdb1ba99-e99c-4cd1-9836-e5820ba3851a,7e326693-7269-4cfb-aa8c-37691de1b2ae,Checking,Active,2026-04-08,92411.65336548012,USD,2.1008411846232877,BR039,2026-04-08 05:25:50
f1209caf-739a-43fb-b5d9-b6e0856e3be0,9a75675a-c3f2-45a4-9472-18f64346b069,Checking,Active,2026-04-08,51529.84725325462,USD,4.40701363534769,BR007,2026-04-08 08:01:13
70c3c965-5b1b-4a38-9d67-9dea2e72959a,c04af992-a68d-44f2-bc05-c51acbe5ee59,Checking,Active,2026-04-08,44157.532231566154,EUR,2.5091305269983635,BR006,2026-04-08 06:51:24
f4a3017a-65e5-4e55-9ce3-a5b33860e660,f8a8ff19-293e-4575-a255-b617c399a749,Savings,Dormant,2026-04-08,48520.17303593563,AED,0.3788601154518235,BR005,2026-04-08 07:52:50
87f46302-678b-4d0e-bd6f-1b70e1ace599,585b2af0-9335-4654-b351-b278188056ff,Credit Card,Active,2026-04-08,79521.68764061724,GBP,12.91368036033042,BR037,2026-04-08 07:07:20
79789a5d-30a1-4c95-93a5-48506bd761d2,710e9fe1-231f-4edb-9357-6aefde54b92b,Checking,Active,2026-04-08,8501.474982603713,USD,3.507837398240842,BR033,2026-04-08 09:45:53
1d5cbe5b-6b39-427c-813c-ac747ef1cc01,dea1b043-faa8-4dbb-b735-ade415dfd58a,Checking,Closed,2026-04-08,32162.18642936645,USD,3.2449274785920594,BR025,2026-04-08 04:09:49
affde82f-b746-40be-bc6c-eab3994be249,958415a0-7b44-45f8-89a2-727aec619cc1,Checking,Dormant,2026-04-08,44825.80220205226,INR,4.676222065240406,BR025,2026-04-08 04:14:08
b5766d61-2ff0-4531-963a-e1529cfa276e,c8004f41-8348-433e-bda4-eb982eecd6cd,Checking,Dormant,2026-04-08,94857.7023439829,USD,4.3332188140948835,BR015,2026-04-08 01:58:05
af2f889c-e594-423e-a5c1-31029e595a77,0a170822-0192-43db-9a8e-8d40cea731c9,Checking,Closed,2026-04-08,64268.65639548574,USD,2.568404111056181,BR031,2026-04-08 11:54:25
b8cacf00-2257-4348-ab32-616d87ea8d18,851c6817-e795-4845-aa9b-2604fb3b93ce,Checking,Active,2026-04-08,3904.0431555680507,GBP,2.8715620108667785,BR016,2026-04-08 05:40:39
cbf5abd9-6e73-4933-8005-7f2ae934be5d,65633af5-469d-48b8-8586-8c99dd958c36,Credit Card,Active,2026-04-08,21112.117780057953,USD,16.638711060381198,BR013,2026-04-08 09:31:03
250376a5-0814-441a-89a4-8e5d89df5cdb,f054fe39-20bc-45f8-a85c-93570f701eb7,Checking,Active,2026-04-08,49344.442202266495,INR,4.47321407988621,BR023,2026-04-08 06:35:46
86c2fceb-7936-42b0-8726-9e0e5e7bb92b,5ce987ed-9bd1-492d-85c1-117af8bd7563,Savings,Closed,2026-04-08,56494.80138919474,GBP,4.887740129831575,BR016,2026-04-08 05:42:59
62573e12-2913-4baf-b06f-da52f00877c8,8dfd7ad3-502b-49e7-aba4-5c2767062feb,Savings,Dormant,2026-04-08,41439.37625739238,USD,3.667747133346834,BR043,2026-04-08 00:04:59
bf5b5238-9633-46f0-8494-25ee7fc148e4,17affa0c-2d74-4d01-8d79-2e90c4289586,Checking,Active,2026-04-08,7382.386951829872,EUR,2.0107856759456424,BR008,2026-04-08 07:24:04
be0de384-434f-4eea-b67d-259e4e4e7862,8aa70520-af15-4570-beed-8cd103c2964f,Checking,Active,2026-04-08,62722.09514912218,GBP,3.301795716210763,BR004,2026-04-08 06:07:27
57adc96c-8f9d-4f1e-b48b-8184cede9d21,c61b2277-f129-4edc-b35f-02bef482c749,Checking,Dormant,2026-04-08,82279.16748628937,USD,2.156718852595533,BR018,2026-04-08 03:54:47
df453909-5d72-42af-8ebb-3c139cece4d0,4360bf9e-91b5-49d3-8c2b-0b450b9e0697,Checking,Closed,2026-04-08,20794.455946629376,USD,4.8980561357324275,BR043,2026-04-08 06:08:46
5311a202-ed86-4552-992d-9ddc2af41084,758afa71-b03d-46df-9125-07e4a71bf0a1,Checking,Active,2026-04-08,53865.242453088606,USD,1.6537216732235571,BR036,2026-04-08 07:06:47
1bc346dc-7305-4c17-9fe8-a525c0b9451a,12b14256-8d14-4e7a-bad8-0675dc77ae35,Checking,Active,2026-04-08,64006.66980823166,USD,4.549526453023421,BR015,2026-04-08 08:16:58
d81c73d8-f673-4cb1-bbcd-507f7d3e14cc,104df411-244a-4b41-a32f-3884e308076f,Savings,Active,2026-04-08,6481.131441969442,INR,3.5652614599740717,BR036,2026-04-08 11:20:45
55c6a6eb-8396-42fd-9088-0289aabef8f6,d7816a71-c7f6-4500-a073-cf25dec4f3ae,Checking,Active,2026-04-08,43515.49770624918,USD,4.7097902405763366,BR030,2026-04-08 12:58:57
dd64d077-26a0-40c1-b721-373c9d04d80e,f82c3923-f643-4f6a-8755-3e7fdeb4986c,Checking,Active,2026-04-08,22992.478062510105,USD,0.9937566032848888,BR002,2026-04-08 01:47:18
46c534c6-3763-46b1-a9e3-194a869a96dc,7177dc1f-238e-4a36-9147-2716db147c3e,Savings,Active,2026-04-08,66819.07180358552,EUR,2.852942109829481,BR015,2026-04-08 05:58:04
a53e79e6-99cd-4e1c-b9e5-2e09ae98a7a4,017ed941-f50c-41ee-a761-738bf2b958e3,Checking,Active,2026-04-08,47917.8205367312,GBP,1.0737758464498692,BR001,2026-04-08 04:55:41
31d047d0-67a2-4fb1-8d2a-65d9eb82d756,67b335ff-4260-4c79-ae9f-ea6e1d228b95,Checking,Active,2026-04-08,36101.37620058869,INR,3.909543766570536,BR017,2026-04-08 07:23:31
ab892eba-5d18-48e6-843d-94de6b125b10,ca301eba-aec3-42fd-90be-8975871d6468,Savings,Active,2026-04-08,97560.3311443322,AED,0.9625710296804976,BR046,2026-04-08 09:45:55
9579ce52-c873-4e25-b514-eb885ab9f204,f64ddcb4-b680-450a-b1b6-cac1dbc04f9d,Checking,Active,2026-04-08,95476.26229265412,INR,4.744719873445729,BR041,2026-04-08 06:30:42
012e7681-0bab-40e1-9882-a46093f25cad,92aa7ffb-c332-4f00-a9f5-5240dba75349,Savings,Active,2026-04-08,830.2587137675257,GBP,0.7706174115638168,BR014,2026-04-08 05:52:48
e450fdd5-0445-476b-b433-c54943c3b7d9,f81c4683-8abf-4fb4-b250-11e4c41b7b7a,Savings,Dormant,2026-04-08,27276.285386476713,AED,1.1459020250153045,BR030,2026-04-08 09:39:11
cfb403f1-b255-4bf3-af14-4488e893f125,f1f6318f-7540-4c6d-ac7c-13f1164c75f9,Savings,Active,2026-04-08,92317.90845830574,USD,4.837861716114081,BR041,2026-04-08 11:47:47
10f58f33-7ba9-4450-a5d9-ddd295d4801e,8595dcfe-e185-49fd-b931-82cc44fb61d4,Savings,Active,2026-04-08,60800.087307000824,USD,2.6943648007746925,BR024,2026-04-08 07:15:44
36e71206-2703-4450-be40-e82d15100437,55c03269-de05-439f-b1ec-68344c5cf7af,Savings,Active,2026-04-08,85356.05244525257,GBP,1.9958773954383662,BR001,2026-04-08 08:15:49
875b9d2d-0b2e-4694-b58e-da6c79b567d1,92cfd878-7ff5-4fd2-955b-981f69d4e25a,Checking,Active,2026-04-08,879.7007629363393,INR,2.5150944551040566,BR017,2026-04-08 11:20:03
ce7d7dd4-b9a5-43ce-86fb-a38e8ec5be26,626eb06a-fc4c-479c-bdfa-25db8213da1f,Checking,Active,2026-04-08,30556.59280867268,USD,3.8699825381168838,BR014,2026-04-08 04:05:30
b3c4f891-73f3-499d-bf3b-9f59887befa9,2b26f0a1-3a3f-4412-b380-d3ac0ecf2386,Checking,Active,2026-04-08,42257.242561013656,GBP,2.819154099727,BR050,2026-04-08 07:12:28
f9e8900c-5ba5-43cb-a131-17ac73cc41e0,8eaa6ead-b5d7-4206-be5c-70c462759a8f,Savings,Active,2026-04-08,25933.90869044669,INR,2.076860578971224,BR024,2026-04-08 10:18:05
368097e7-c593-454f-8c0c-ac74a7607362,666ca39f-174f-4cc7-86b8-799832c76317,Checking,Dormant,2026-04-08,60653.64231381781,USD,4.608519101389635,BR043,2026-04-08 02:03:46
4ae4c97e-432b-44a9-a79b-ba5c2cc330f5,1de2089f-5f6b-4d1b-88d0-8d0012ddad3d,Checking,Closed,2026-04-08,57003.17857092582,INR,4.742755814390168,BR004,2026-04-08 01:52:38
01ce1aa3-01bd-4d1f-aa13-ece52317cba8,25902759-1af6-4179-adbc-1bc97b2f2277,Checking,Dormant,2026-04-08,60688.63045575082,USD,1.0443155383380898,BR048,2026-04-08 09:42:24
e751eda5-eedc-4949-b990-983998811e8a,04df5be1-851b-419b-b6b1-f42cb50ecd4f,Savings,Active,2026-04-08,40252.30045532327,EUR,4.798347063339696,BR047,2026-04-08 10:27:22
6b6b25b5-a773-49e1-8ac7-3a1aa1c6ad4e,69682402-2c06-42a1-96ba-2834a0e62b04,Checking,Active,2026-04-08,66954.78645860804,EUR,3.01996232435676,BR011,2026-04-08 00:41:03
41b6ce71-d8d1-4c73-9a2b-2a630110b4d7,1e91c969-2db8-482d-84ec-0eb755fccce9,Checking,Active,2026-04-08,95302.90770219953,GBP,1.9498538475560407,BR041,2026-04-08 09:57:34
7f71c618-f6a3-4698-8f14-b5a9a8f268f3,a45f517c-0874-4804-a715-d600cf922d43,Savings,Active,2026-04-08,46682.03768508732,EUR,3.318746297488296,BR006,2026-04-08 01:22:34
c3a64b83-7390-409a-ba61-df7e73105c52,f73a8912-c3bf-496c-9fed-9e17bbf89269,Checking,Active,2026-04-08,50080.062165077536,USD,4.145302277617542,BR020,2026-04-08 02:56:51
676a42c6-1304-449c-887b-f0154a941b64,2beb6cbe-9bec-40e4-9e2e-56361122f8f1,Credit Card,Active,2026-04-08,-787.032406966483,USD,21.712780884459576,BR041,2026-04-08 07:01:26
e89d6cc0-dd15-4fda-a045-fc63256fcbcd,ac00accd-3274-4b0a-bb58-ab555c0cea0d,Checking,Active,2026-04-08,28496.6380066465,INR,3.1000635955007203,BR044,2026-04-08 12:31:03
702cab93-c5cf-4492-b2c8-8d3c497b1ca9,5056b3c7-16e9-47c2-9877-b4ba027c6e47,Checking,Closed,2026-04-08,5404.849069444544,USD,3.8489668009475695,BR008,2026-04-08 01:14:14
9cf99b8e-2f1c-42b9-878d-fcca54b79912,f2ed7371-ee7a-4128-a413-78c94a55c2ea,Savings,Closed,2026-04-08,86025.44031796722,INR,2.0270567090465685,BR029,2026-04-08 13:06:41
3cff345a-ebfb-4991-88b6-90087961a7fc,60295d13-156c-49a4-bdd0-3946f97f2683,Checking,Active,2026-04-08,29490.768049827693,INR,0.14910977915801688,BR042,2026-04-08 11:51:42
f5a99f20-b159-46c5-b0ef-980915ebeb87,54a852fa-93b3-4d7a-af80-6452a279212b,Checking,Active,2026-04-08,5684.104536208474,INR,4.651582713688711,BR040,2026-04-08 05:17:44
1e50e841-a784-4136-93c5-04832866bdc8,2f184c16-143d-4366-986b-b29ac6d112ac,Savings,Active,2026-04-08,99064.43627233256,AED,0.7780619749885936,BR001,2026-04-08 01:51:59
3a19f39d-b09a-460c-8f65-f602f6c7aa35,d15b4b19-52e2-4d1b-89ef-c394ce5f0d77,Checking,Active,2026-04-08,95761.77891288584,USD,0.9400843182699852,BR018,2026-04-08 06:37:54
a42ede53-a76a-4798-ac35-68a56701f6ae,05584601-14a4-40bc-8b21-3bfa69aa7cc4,Checking,Dormant,2026-04-08,84911.10654630855,USD,2.3335241278283654,BR034,2026-04-08 02:06:37
3780bfb4-6dd9-45b2-bb47-53eda77c3f7f,27dbe169-0237-46ce-b362-47de3a1c649f,Checking,Active,2026-04-08,45659.499047698555,EUR,4.511078934021602,BR017,2026-04-08 03:27:11
36ce2e6f-b345-4741-bb99-653e797315a3,fd98bd70-1e9b-4087-a268-f535506c4325,Checking,Active,2026-04-08,80424.15353953806,GBP,4.416039091991194,BR015,2026-04-08 12:21:26
6b64a886-0e7b-48c9-883b-df1bbbec6551,909b1d97-de7b-46fa-8c7c-c78987a1cb56,Savings,Active,2026-04-08,33283.41000171278,USD,2.3795343233607746,BR013,2026-04-08 11:44:54
e1d1ff0f-49e5-492f-aaca-c0d53ccb4d53,1790414a-42d5-4b33-9b37-a1e42931365a,Checking,Active,2026-04-08,72010.17723950476,INR,0.3265536226025076,BR022,2026-04-08 04:09:01
42a1bfdc-8be1-4777-8f13-93c7519cb0df,a5c5e465-667d-40a4-bf42-ce25e963fd09,Checking,Active,2026-04-08,4838.301167345178,INR,3.1860601029963678,BR011,2026-04-08 05:25:16
398f7ea4-7771-4801-b4f2-2f10dfa49d80,c7105e5b-7bad-488a-bda5-e10814ff28aa,Checking,Active,2026-04-08,35882.33920066362,USD,0.14560200855032637,BR032,2026-04-08 06:50:20
1eb82f2b-f5fd-47ea-9121-1152f1fe0833,e072e73d-d3fb-44bb-9a4e-1908ecaf9627,Checking,Active,2026-04-08,5860.915957826768,USD,1.3530327366756696,BR010,2026-04-08 00:25:08
0a35b1b7-da85-465c-9aa4-7ee40aac253f,f727409a-74c7-4af7-adad-2514bd63e8b9,Checking,Active,2026-04-08,81224.48169234805,GBP,0.6058428207400899,BR015,2026-04-08 12:35:59
cfb6fadc-4b56-4708-81c0-bdc6bf8b5884,c7f15a74-2b85-4a43-a098-58ee796fa680,Savings,Closed,2026-04-08,82955.70199919149,INR,4.468051270409886,BR014,2026-04-08 05:58:06
03a079f4-7a72-40a9-ba40-4d7bc0bf1ef9,a47b56d4-c24c-4e6a-84ad-6a74ea0ccaba,Savings,Dormant,2026-04-08,60972.715749048286,USD,1.4163082725694758,BR038,2026-04-08 04:59:05
